Structure,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
91,253.6689833,181.6254933,81.02581333,58.50521517,205.63999,160.31251,0.370070254,-4.858806856
92,258.6045733,180.0570133,89.23705333,64.12415096,206.2395333,174.3072099,0.359138541,-4.861673014
93,257.8291933,180.3948767,92.12128333,64.98110617,206.2063156,176.4125527,0.357414202,-4.862554576
94,262.8684767,176.4250267,94.05612,68.7831106,205.23951,185.6140288,0.349270389,-4.857880942
95,251.4911367,183.20705,77.95196667,55.80925216,205.9684122,153.5583533,0.375742797,-4.860829029
96,271.7660767,185.4708867,90.21862,66.80168585,214.23595,181.5365364,0.358772118,-4.997496143
97,275.0824567,182.37339,95.4831,71.37790144,213.2764122,192.6428986,0.349457568,-4.979357957
98,262.4819633,188.5496833,80.10045333,58.27643122,213.1937767,160.2297178,0.37473859,-4.975339709
99,268.56048,187.0277167,82.88362667,62.21967024,214.2053044,170.1816047,0.367586842,-4.989705673
100,268.1711333,185.8429233,88.54665333,65.06221973,213.28566,177.1714352,0.361553878,-4.983135549
101,273.2357767,184.7013033,91.81898,68.4621858,214.2127944,185.612684,0.355585436,-4.988446403
102,269.9639,185.91794,86.35397667,64.56213342,213.93326,175.9832838,0.36289861,-4.983830462
103,263.67825,188.7831467,81.84247667,59.53465468,213.7481811,163.430675,0.37256759,-4.981166964
104,263.6454667,188.75348,81.84493667,59.53429426,213.7174756,163.4277749,0.372551543,-4.981144368
105,264.3416467,187.46201,84.49739,61.49476271,213.0885556,168.2949928,0.368368503,-4.978068027
106,276.41015,192.3296733,83.66100333,63.45372754,220.3564989,173.6893546,0.368630034,-5.097646625
107,277.8359867,192.5189067,88.47443,65.83767994,220.9579333,179.6681167,0.364477886,-5.107737612
108,279.45863,191.5732367,84.91223333,65.15906226,220.8683678,177.9754867,0.365700184,-5.099467784
109,274.68105,192.7184767,86.12284333,63.49099637,220.0393344,173.760483,0.368386802,-5.091496633
110,280.21072,191.4048433,88.00251333,66.57917465,221.0068022,181.5105953,0.363118395,-5.098323125
111,278.7851567,191.8765567,86.60378333,65.50463223,220.84609,178.8328363,0.365039618,-5.098456904
112,275.5137667,193.8677833,81.11085,61.43437379,221.0831111,168.6789991,0.372838923,-5.097581608
113,283.6469767,190.7954467,91.51892667,69.64885034,221.7459567,189.1436526,0.357837579,-5.115244196
114,282.99128,200.19697,77.94985667,60.2265097,227.7950733,166.0459549,0.378512185,-5.213033589
115,291.5002167,197.8361233,84.68339667,66.59373582,229.0574878,182.1309374,0.367478001,-5.220603544
116,291.4726533,197.8092333,84.68160333,66.59284242,229.0303733,182.126805,0.367465319,-5.220623451
117,289.0802167,197.70882,85.21295667,66.19083933,228.1659522,181.0636868,0.367739771,-5.211483649
118,293.2455667,196.3156267,91.61194333,70.93503134,228.6256067,192.8591379,0.35940687,-5.215754732
119,299.87949,204.1049533,84.24605333,67.03999669,236.0297989,183.7253672,0.370266828,-5.330210534
120,299.7690833,203.98973,84.24538333,67.04088282,235.9161811,183.719933,0.370208187,-5.330210626
1,297.7591267,212.68775,62.67608,53.65303903,241.0448756,149.8416056,0.396394392,-5.367971386
2,171.98374,134.2567367,34.01933667,26.66134696,146.8324044,75.41924757,0.414393048,-3.190100324
3,174.1684633,140.4322233,42.89639333,29.19572742,151.6776367,82.30626473,0.409560097,-3.339852897
4,180.96687,137.5804567,47.51595333,34.24286871,152.0425944,95.55500763,0.395254125,-3.338479968
5,173.9804233,146.34511,28.28696,21.0444196,155.5568811,60.40912152,0.435276493,-3.486467269
6,174.6422567,146.3588667,28.01327333,20.87840143,155.7866633,59.95675262,0.435855921,-3.484715617
7,175.2381933,146.8436633,29.56876,21.2399755,156.3085067,60.95879851,0.43500162,-3.485045058
8,170.2059767,148.1878333,25.90916,16.59510938,155.5272144,48.07540943,0.448481246,-3.486435661
9,175.2436733,146.8439567,29.58574333,21.24826027,156.3105289,60.98157931,0.434978171,-3.485045101
10,175.04737,152.7946233,24.64397667,15.79201337,160.2122056,45.86894923,0.452283131,-3.631448128
11,188.2786867,147.0319933,43.36335333,27.094308,160.7808911,76.95990731,0.420222788,-3.631407448
12,178.22858,152.18291,25.41207,18.72720403,160.8648,54.08291038,0.443966496,-3.634249399
13,179.3210033,151.92803,26.81839,19.91311312,161.0590211,57.37476084,0.440627603,-3.634693334
14,191.40185,146.9442633,43.65682667,30.27040301,161.7634589,85.47936067,0.411929677,-3.630563751
15,181.4392367,152.2983567,28.45154667,21.73705868,162.0119833,62.419576,0.435787079,-3.635756103
16,183.0168467,151.2561567,31.89451333,23.47926257,161.8430533,67.18867189,0.430808819,-3.631983329
17,181.4431567,152.3018767,28.45403333,21.73832767,162.0156367,62.42312425,0.435784877,-3.635756071
18,198.9704967,152.8030867,46.77144667,35.13799527,168.1922233,98.55103327,0.402342856,-3.780321631
19,198.93399,151.95083,45.82560667,34.98788711,167.6118833,98.13529388,0.402418122,-3.781150253
20,196.83235,155.1609567,45.13398,32.80492585,169.0514211,92.43564146,0.408868319,-3.775052303
21,193.3625633,155.5943,41.93075667,29.95512875,168.1837211,84.82909528,0.415936082,-3.782575283
22,195.87335,154.0052133,44.20621333,32.64502896,167.9612589,91.97623862,0.408732685,-3.781247221
23,199.9160533,153.2956333,46.89759,35.39393026,168.8357733,99.24659568,0.402028469,-3.777391804
24,195.2728467,153.12597,43.40769,32.21426956,167.1749289,90.80985069,0.409466239,-3.783851411
25,199.31572,151.9378733,46.17425333,35.31725867,167.7304889,99.00309327,0.401624829,-3.786784113
26,196.24515,153.5773533,46.36837,33.92918293,167.7999522,95.36026101,0.405283782,-3.785263451
27,199.9134833,153.2934933,46.89659,35.39331537,168.83349,99.24489644,0.402028821,-3.777393839
28,200.6245933,162.0917467,49.75684333,33.92391745,174.9360289,95.59258865,0.408926147,-3.926890403
29,201.2572767,161.37629,50.51845667,34.78607336,174.6699522,97.86172914,0.406622244,-3.931294529
30,200.7702433,162.0697133,48.88410333,33.66348955,174.96989,94.90408313,0.409599605,-3.923439923
31,199.4723267,160.38867,47.53266667,33.25720002,173.4165556,93.77687036,0.409873205,-3.926765318
32,199.2587067,161.6057833,48.28028667,33.00739912,174.1567578,93.13813512,0.410867527,-3.927154388
33,201.7899,160.2205133,49.78987333,35.00783796,174.0769756,98.42554118,0.40576435,-3.929717436
34,199.9514433,162.0647267,49.23659,33.4916861,174.6936322,94.4398277,0.409899571,-3.927028493
35,198.87484,160.2614367,43.74685,31.42450861,173.1325711,88.89520393,0.414424725,-3.937283259
36,199.9493167,161.2665867,45.26101667,32.1316068,174.16083,90.8101797,0.413097394,-3.929548395
37,199.9470933,161.2658167,45.25931333,32.13036015,174.1595756,90.80682263,0.413099981,-3.929550247
38,201.6899867,161.1304633,49.38355667,34.39766096,174.6503044,96.83566882,0.407590896,-3.932767534
39,200.9316067,162.7257633,46.68534667,32.06311675,175.4610444,90.66665158,0.413877701,-3.919759493
40,202.20662,169.9127067,43.14378333,29.03733639,180.6773444,82.68259857,0.423729048,-4.076745852
41,206.9397867,166.6270867,48.79543,33.89084262,180.0646533,95.6703351,0.411448163,-4.08104494
42,205.2091467,167.5990233,46.92957667,32.34329609,180.1357311,91.55059761,0.415294801,-4.081205343
43,201.3193233,170.1011333,43.81315667,28.91309309,180.5071967,82.34280597,0.423970893,-4.075107212
44,207.7073,166.0938333,51.11313333,35.05991823,179.9649889,98.7660452,0.408532167,-4.085951446
45,203.5381,166.7714867,47.76705,32.41823538,179.0270244,91.71856957,0.414613851,-4.088979301
46,205.0918667,168.5117733,44.43427667,30.89943154,180.7051378,87.69960282,0.419113531,-4.082552666
47,206.47391,167.8249233,48.48807667,33.40378702,180.7079189,94.39506435,0.412939561,-4.081900681
48,207.7083633,166.0927867,51.11584333,35.06217269,179.9646456,98.77199738,0.40852648,-4.085951976
49,210.1620933,164.0253067,52.78376667,37.41213555,179.4042356,104.9417186,0.402509066,-4.08831707
50,206.9382033,166.6250833,48.79490333,33.89075572,180.06279,95.67004583,0.411447514,-4.081045835
51,204.7749767,167.4399467,45.32805667,31.52875827,179.8849567,89.36520816,0.417201518,-4.083668391
52,203.18067,169.0551933,41.83747,29.16504246,180.4303522,83.02186623,0.423311253,-4.083064419
53,207.1475167,169.58535,45.44480333,30.83278577,182.1060722,87.55687402,0.419866415,-4.064409806
54,216.7549433,169.8938967,51.11823667,36.44391374,185.5142456,102.6124052,0.407812645,-4.245000029
55,208.8813633,173.6186933,49.35389333,32.2442916,185.3729167,91.43158494,0.417794909,-4.240678049
56,211.7763567,175.7612067,42.61725667,29.93863976,187.7662567,85.28322054,0.424300189,-4.221405076
57,212.48828,174.20598,50.45704333,33.35954421,186.9667467,94.46058871,0.415795553,-4.230777674
58,216.75907,169.8974167,51.11827667,36.44436409,185.5179678,102.6137218,0.407813312,-4.244999997
59,210.29404,174.0954267,49.88173667,32.28375784,186.1616311,91.55863815,0.418029441,-4.232722666
60,211.77095,174.6650933,45.60248333,31.69633243,187.0337122,90.00467655,0.419796387,-4.224400665
61,213.6208267,173.9703233,50.95008,34.66714142,187.1871578,97.95436111,0.412783938,-4.227947626
62,210.2622067,177.15081,49.75889667,31.98948277,188.1879422,90.82225102,0.419564231,-4.225563192
63,218.7321833,172.79342,49.82718,35.75131403,188.1063411,100.8639089,0.410632191,-4.219606909
64,212.68355,174.31094,48.42546,32.76940597,187.10181,92.88549722,0.417259399,-4.234741823
65,209.5633633,173.26833,46.66462667,31.18064258,185.3666744,88.57548226,0.420360116,-4.23748932
66,211.0155267,173.9229467,50.16355667,33.15721392,186.28714,93.90052911,0.415989433,-4.235344663
67,209.5670667,176.9064333,50.01194333,31.8619449,187.7933111,90.4693422,0.419708409,-4.223878079
68,210.28869,174.0918567,49.88131667,32.28264175,186.1574678,91.55553393,0.418030387,-4.232723168
69,217.1098167,171.06675,51.67036333,36.93771102,186.4144389,103.9474609,0.40706419,-4.235816358
70,225.0502667,177.833,56.53606333,39.21298626,193.5720889,110.1978276,0.405119045,-4.390353127
71,226.7397967,177.7259367,54.51834,38.95101943,194.06389,109.5253608,0.405937025,-4.382943104
72,226.8417467,177.1918933,58.57074,40.92032856,193.7418444,114.6866414,0.401340672,-4.386815421
73,224.78761,178.7384833,54.87765333,37.71818112,194.0881922,106.2705075,0.408743798,-4.380655364
74,222.0311833,177.8128867,59.72116667,39.88885297,192.5523189,111.9369918,0.403111189,-4.38872534
75,224.9457567,178.02164,58.02387667,40.09047344,193.6630122,112.5079406,0.403175505,-4.384085481
76,227.3429867,175.8850867,58.99455333,41.52574435,193.03772,116.2420122,0.399637912,-4.392726064
77,223.0743567,177.34789,60.54414333,40.44795164,192.5900456,113.4047304,0.401859993,-4.389485293
78,226.1157767,179.0874067,53.81243333,38.19064162,194.76353,107.5426763,0.407971583,-4.381291112
79,221.2773967,177.88979,54.67517,36.63904159,192.3523256,103.3548236,0.410446604,-4.386782834
80,223.2963133,176.32291,57.13671667,39.31955252,191.9807111,110.420269,0.404139442,-4.398258767
81,225.3084467,179.95749,50.43742333,36.23352789,195.0744756,102.3628871,0.412543755,-4.377978311
82,226.1320833,177.50861,59.54274333,41.03483593,193.7164344,114.9854109,0.40107068,-4.385643084
83,223.1753067,179.8996767,56.3791,37.93884896,194.3248867,106.8621664,0.408347503,-4.378875798
84,231.8334167,183.83552,61.75216,41.50674064,199.8348189,116.4572917,0.402872038,-4.546604969
85,234.2724267,180.2119367,58.43169333,42.42252186,198.2321,118.7934617,0.400122582,-4.556516379
86,236.4112367,184.8082667,58.12979667,41.56996464,202.0092567,116.7046376,0.403713457,-4.536052676
87,236.35992,183.2071767,61.13840667,43.35896281,200.9247578,121.3480402,0.399342054,-4.542876494
88,233.7723133,183.7242167,58.80108333,41.48603529,200.4069156,116.4244683,0.403176605,-4.542601427
89,229.2687833,185.82897,61.25912333,40.38637583,200.3089078,113.5291912,0.40553824,-4.543541964
90,229.6100033,182.2270233,58.36864,39.56114243,198.02135,111.2732864,0.406345716,-4.553484716
91,232.29455,182.5145833,60.10182333,41.67464654,199.1079056,116.87004,0.402171941,-4.546762982
92,233.2003667,183.39272,58.78687333,41.19783399,199.9952689,115.6522754,0.403620824,-4.547518901
93,235.68218,181.7308267,63.14304,44.66385691,199.7146111,124.6959683,0.395938203,-4.549876814
94,229.0588233,187.51801,59.62297,38.83781221,201.3649478,109.475177,0.409389082,-4.530423569
95,237.9689667,182.2984467,58.06344333,42.16803708,200.8552867,118.2302636,0.401894323,-4.540044598
96,246.6491033,189.9660333,63.30171333,44.49966676,208.86039,124.6466226,0.400534337,-4.698271915
97,246.1013033,187.3665233,62.56838667,46.0743641,206.9447833,128.6737478,0.396370306,-4.708906594
98,241.6265833,191.6524467,60.64052667,41.96705155,208.3104922,117.9783598,0.405606963,-4.698086498
99,250.78617,186.6579267,63.83887667,48.33607971,208.0340078,134.5847819,0.392177259,-4.707930622
100,238.32972,191.1419967,60.00565,40.46672405,206.8712378,113.9689021,0.408180484,-4.702408058
101,243.5176333,188.84619,61.30214,43.59046086,207.0700044,122.1968026,0.401646142,-4.699531798
102,240.9777467,191.0155567,60.44417,42.30690925,207.66962,118.849938,0.404616174,-4.700909926
103,239.2031767,190.31378,61.55485333,42.36290194,206.6102456,118.9583855,0.40403962,-4.701317531
104,240.9785967,191.0120633,60.44319667,42.30783777,207.6675744,118.8523061,0.404613333,-4.700909269
105,250.35335,188.9945433,61.54204667,46.41290289,209.4474789,129.6612036,0.396822818,-4.694881781
106,255.9858367,196.3357367,62.04742,46.18529573,216.2191033,129.3462553,0.400296926,-4.859550932
107,256.6539767,193.6203567,63.70719,47.79662556,214.6315633,133.4814796,0.396348361,-4.874199129
108,254.9798467,194.66669,63.95412,47.01725892,214.7710756,131.4588714,0.397985276,-4.871163329
109,245.14512,200.66802,59.42280333,39.8059728,215.49372,112.4914496,0.412997117,-4.855306879
110,254.98211,194.6659633,63.95322,47.01778481,214.7713456,131.460253,0.397984333,-4.871155172
111,257.80901,194.81694,63.91325667,48.0845544,215.8142967,134.2808387,0.396299086,-4.866205272
112,257.8074833,194.8154633,63.91318333,48.08448561,215.8128033,134.2805957,0.396298556,-4.866210407
113,249.32171,198.18053,59.32834667,41.98704384,215.22759,118.2703249,0.408414526,-4.860213988
114,264.8285467,203.5230267,60.49862,45.86838161,223.9582,128.8112932,0.404140376,-5.025667309
115,269.3786233,200.2995567,63.95256333,49.75538705,223.3259122,138.9473424,0.396304508,-5.036384548
116,265.6103933,202.12587,62.30521333,47.51485,223.2873778,133.1032338,0.400648785,-5.027789194
117,268.3132933,201.2659267,63.97253,49.28227162,223.6150489,137.7288459,0.397346767,-5.027954903
118,268.3124233,201.26893,63.97067333,49.28053609,223.6167611,137.7243997,0.397350867,-5.027949596
119,285.2502867,205.4529867,63.60715667,52.74058448,232.0520867,147.079087,0.394363453,-5.200084275
120,277.3990567,208.4986833,60.92470333,48.43273139,231.4654744,135.824699,0.402199454,-5.195299041
1,313.52028,210.6853167,62.76694,57.95007048,244.9636378,161.1432094,0.390362497,-5.437647662
2,205.93642,151.7437567,61.58823,44.28554566,169.8079778,122.2307964,0.380030375,-3.871329686
3,215.6544567,158.1093233,62.59466333,45.77520328,177.2910344,126.4433695,0.381133894,-3.986599476
4,215.7866167,158.36277,62.69234333,45.82314081,177.5040522,126.5773314,0.381150759,-3.986997573
5,221.9902467,163.06018,63.93498,46.78591891,182.7035356,129.3192545,0.38203179,-4.103474005
6,221.9827,163.0574467,63.93165333,46.78278462,182.6991978,129.311031,0.382036491,-4.103474028
7,222.18297,162.4178133,62.90755,46.6301929,182.3395322,128.9023904,0.382177323,-4.10176235
8,222.18195,162.4191867,62.90682667,46.62918776,182.3401078,128.8998621,0.382180006,-4.10176235
9,220.2612867,163.3663933,63.25029667,45.86631938,182.3313578,126.9536901,0.383953322,-4.102118105
10,227.81062,167.5519367,63.65335,47.12316662,187.6381644,130.4492257,0.384130514,-4.217771117
11,226.2001367,167.1138833,63.05737333,46.44339083,186.8093011,128.6673421,0.38520616,-4.215219069
12,228.0955567,167.47733,62.77883,46.81893626,187.6834056,129.6741051,0.384846767,-4.216721139
13,226.2091933,167.4860033,62.92472667,46.29628447,187.0604,128.3040366,0.38568395,-4.215798853
14,225.36392,168.63625,64.68468,46.43930723,187.5454733,128.6955516,0.385631691,-4.217898077
15,226.88,167.8677633,64.57781333,47.11947665,187.5385089,130.4344462,0.384082077,-4.217981748
16,221.0435267,166.2882967,63.77610667,45.40931508,184.54004,125.9012112,0.386292779,-4.216773203
17,228.0981733,167.4785133,62.78027667,46.82008691,187.6850667,129.6771355,0.384845096,-4.216723547
18,229.5956133,173.22716,64.9489,46.43864074,192.0166444,128.9227321,0.388097607,-4.332276953
19,228.4222533,172.95477,63.56843333,45.5567891,191.4439311,126.6262025,0.389762151,-4.332058516
20,234.4064533,171.6220067,62.46675333,47.35975182,192.5501556,131.3132902,0.386338454,-4.331473031
21,224.4935267,169.8550433,62.41329,44.78173263,188.0678711,124.4661248,0.389697512,-4.329811857
22,231.4994,171.4801033,61.87973333,46.24146932,191.4865356,128.3896096,0.388251839,-4.327874758
23,232.63824,172.6722467,65.64763333,47.86047717,192.6609111,132.601244,0.385289615,-4.333683714
24,231.1873467,172.41782,62.71402667,46.23173813,192.0076622,128.3905585,0.38855431,-4.329689682
25,231.81749,173.3181833,63.56611333,46.49979772,192.8179522,129.1199138,0.388392209,-4.332124346
26,232.1382067,171.8421633,61.67164,46.23121274,191.9408444,128.3858873,0.38851957,-4.329199289
27,231.98165,172.98821,63.21817,46.53252212,192.65269,129.1957654,0.388230849,-4.331616135
28,232.1459333,175.6379333,63.57745,45.90473162,194.4739333,127.6689595,0.390586057,-4.44377796
29,233.2599533,178.62649,65.50000667,46.08343054,196.8376444,128.2423053,0.391414482,-4.445732853
30,233.8486967,175.55762,61.03556333,45.31597084,194.9879789,126.1735066,0.392152748,-4.442191136
31,235.82138,177.4517067,64.10297667,46.6551819,196.9082644,129.7202944,0.390202429,-4.444271101
32,237.3161533,177.1919267,63.77743333,47.10121807,197.2333356,130.8848041,0.389399356,-4.444928199
33,240.0752733,175.73677,63.09577,48.12405742,197.1829378,133.5107226,0.387151559,-4.444224855
34,232.74522,176.8850433,63.70891333,45.74943049,195.5051022,127.3172755,0.391462956,-4.443989683
35,236.67478,178.0537767,64.37332667,46.88572737,197.5941111,130.3474376,0.390054553,-4.445819621
36,237.1654267,177.2857533,63.95607,47.13476057,197.2456444,130.9717379,0.389332801,-4.444987045
37,237.1454733,177.17218,63.93642,47.06586234,197.1632778,130.7903724,0.389439881,-4.443626833
38,235.6188167,177.6110833,63.12342667,46.19108666,196.9469944,128.5253366,0.391235256,-4.44396672
39,236.0801167,177.8125567,62.36152333,45.92116999,197.2350767,127.8419296,0.391971608,-4.444582148
40,240.6298033,179.0092033,61.78660667,46.69661381,199.5494033,129.9530572,0.39146125,-4.556243369
41,243.11129,180.22863,62.84576,47.52188299,201.1895167,132.1600467,0.390517782,-4.553444049
42,245.8034867,181.0472667,65.23932667,49.11246272,202.6326733,136.32371,0.387872879,-4.558812248
43,241.92819,178.1410933,61.29404333,46.96034885,199.4034589,130.6266707,0.390818786,-4.550946354
44,247.2643767,180.15352,61.12779333,47.96426952,202.5238056,133.364452,0.390247921,-4.556911124
45,239.45528,178.9514633,62.14553667,46.53447729,199.1194022,129.5142153,0.391594178,-4.553395994
46,242.1422933,181.6502833,64.0614,47.38717515,201.8142867,131.8424029,0.391119037,-4.557768644
47,246.5013433,179.8941267,60.92645,47.72089015,202.0965322,132.716584,0.390550172,-4.555819084
48,246.8585333,180.6790567,62.86556667,48.46963967,202.7388822,134.6763698,0.389285857,-4.558585124
49,245.87093,181.0238467,62.27407,47.81123702,202.6395411,132.9755276,0.390630487,-4.556866412
50,245.5231533,181.6634067,62.03802333,47.50339164,202.9499889,132.1960407,0.391437917,-4.558047835
51,239.3314433,177.45879,67.38034667,49.28062022,198.0830078,136.5203331,0.385132051,-4.554719048
52,243.5076533,182.6285,66.18096667,48.38113362,202.9215511,134.4574885,0.389565296,-4.559841276
53,244.8332833,181.8888167,63.78226667,47.90513627,202.8703056,133.2286793,0.390546919,-4.558676531
54,250.0192067,181.4820367,59.83803667,47.80494056,204.32776,133.0394294,0.391482008,-4.665754363
55,252.58161,183.6523867,63.60559,49.67175771,206.6287944,137.9604444,0.388721185,-4.670537149
56,253.1004167,182.9103667,60.83737,48.74406675,206.30705,135.5562627,0.390489877,-4.667611056
57,252.5693133,181.7826133,60.70954667,48.80422079,205.37818,135.6664759,0.389905153,-4.665268824
58,255.8720667,182.3528167,61.65743333,50.04922004,206.8592333,138.9420657,0.388054255,-4.670414274
59,252.9423867,182.04045,60.81106667,48.88467494,205.6744289,135.8880711,0.389884163,-4.665266532
60,256.51496,182.4781733,62.39887333,50.49271307,207.1571022,140.0957705,0.387287016,-4.670866106
61,254.2618233,182.76641,60.25350333,48.79475265,206.5982144,135.7008943,0.390527535,-4.666890382
62,253.9981333,182.7226667,60.77137667,49.02012197,206.4811556,136.2760581,0.390001214,-4.668864526
63,258.3640867,181.7298033,58.97549333,49.57403406,207.2745644,137.7408994,0.38924441,-4.66940253
64,256.8454333,181.30023,59.61631,49.5844927,206.4819644,137.7287685,0.388829057,-4.668034245
65,253.42503,184.1825733,62.97963333,49.46826929,207.2633922,137.4681425,0.389457772,-4.670473341
66,252.74879,183.2718333,61.83233667,49.01808727,206.4308189,136.2683798,0.389980591,-4.669302498
67,255.5291633,182.6046633,61.09306667,49.58996239,206.91283,137.7640988,0.389032096,-4.670213813
68,253.2443133,182.2228467,60.63184,48.84263978,205.8966689,135.7905452,0.390081964,-4.665839668
69,251.0513533,184.4934233,64.34718,49.33758836,206.6794,137.1032087,0.389439708,-4.671852714
70,265.3257467,184.42146,60.18283667,51.27741311,211.3895556,142.3242309,0.387786768,-4.780610922
71,262.1400667,187.1494333,63.98646333,51.57616132,212.1463111,143.1294634,0.387554441,-4.782617191
72,263.37389,184.8180233,59.11924,50.15344416,211.0033122,139.4145064,0.389879686,-4.779301674
73,261.9956533,184.8363233,61.42546667,50.93205425,210.5561,141.3953154,0.388077876,-4.777882504
74,265.3914033,185.1749633,59.4161,50.71721935,211.9137767,140.9103252,0.389176369,-4.780609622
75,262.82957,184.49355,58.88349333,49.96937425,210.6055567,138.9210761,0.390062195,-4.778298911
76,265.1674333,186.1866167,61.43826667,51.41638937,212.5135556,142.7376592,0.388056036,-4.783394669
77,266.8639333,185.1285567,59.69945667,51.24860072,212.3736822,142.2995432,0.388326132,-4.782465039
78,264.10803,185.1820267,61.56948,51.46653776,211.4906944,142.8148836,0.387453769,-4.780699123
79,263.4738567,184.8465633,61.53707,51.36789009,211.0556611,142.5396423,0.387439138,-4.779495783
80,263.6662933,185.14251,59.42273,50.31238251,211.3171044,139.8390759,0.389708347,-4.77889294
81,263.0566033,184.5581733,61.38264667,51.25709057,210.7243167,142.2384629,0.387500357,-4.779497568
82,261.0940667,187.2825767,62.14869,50.40717263,211.8864067,140.1108597,0.389790901,-4.780677163
83,261.5967467,187.7825833,65.98333667,52.20380114,212.3873044,144.7516454,0.386409057,-4.784987986
84,272.07836,191.6470867,63.34881,52.79071346,218.4575111,146.5661361,0.388181051,-4.89086469
85,271.1779233,190.7709067,63.83177333,53.01873815,217.5732456,147.1070859,0.387312213,-4.891370388
86,275.2101633,190.1467833,62.22441333,53.3922435,218.5012433,148.1126262,0.387023811,-4.891939394
87,273.0065333,190.0516633,61.92326333,52.71276556,217.7032867,146.3280959,0.387975894,-4.889844384
88,273.0115,190.0526767,61.92444333,52.71443247,217.7056178,146.3324945,0.387973726,-4.889844384
89,269.6366633,193.9538933,68.12613667,53.77877297,219.1814833,149.1386724,0.386594228,-4.896550915
90,275.31907,191.1039367,61.58251333,52.87367149,219.1756478,146.8151753,0.388358054,-4.89328962
91,270.5371333,191.8370433,65.58997333,53.39654849,218.0704067,148.1016293,0.386809012,-4.891758321
92,273.12291,191.69962,66.01953333,54.29920286,218.8407167,150.4539612,0.385415929,-4.895116738
93,275.4150667,190.3710433,62.27071,53.4238889,218.7190511,148.2049186,0.387065989,-4.892592716
94,273.66511,189.50556,62.13854333,53.11563374,217.5587433,147.3549641,0.387114807,-4.890618644
95,273.0092233,191.08418,64.54849,53.7572215,218.3925278,149.042731,0.386257761,-4.894051384
96,280.86236,196.5411433,66.90479667,55.55582915,224.6482156,153.9747603,0.385766019,-5.005918703
97,279.09234,196.04679,66.70086333,55.1406197,223.72864,152.8635078,0.386124319,-5.002832886
98,282.0567067,194.9904533,65.46652333,55.55822845,224.0125378,153.9476332,0.385462041,-5.003129996
99,283.2212133,194.1227867,63.04791333,54.84106112,223.8222622,152.1005915,0.386740048,-5.002109006
100,279.7453067,195.2856,64.95565667,54.62899369,223.4388356,151.5371136,0.386965999,-5.001218315
101,276.8994667,198.0623567,70.04581333,55.59987626,224.3413933,154.0714754,0.385537935,-5.008118776
102,284.4404967,194.21667,63.30462667,55.2547823,224.2912789,153.1851505,0.386170971,-5.003603428
103,282.4861,193.8217167,62.8935,54.6555266,223.3765111,151.6019765,0.386886065,-5.000902121
104,280.77661,193.9858333,65.51487,55.50187799,222.9160922,153.7457121,0.385049639,-4.999725984
105,279.6202633,196.4783067,66.77654667,55.20351912,224.1922922,153.0486834,0.386222164,-5.004298884
106,288.0299867,200.84545,68.50395,57.11493426,229.9069622,158.2410565,0.385286165,-5.116249462
107,288.3486767,198.9412767,64.45183,55.63711132,228.7437433,154.3936621,0.387506095,-5.110995101
108,289.6150133,198.04011,61.45646333,54.61105462,228.5650778,151.747488,0.389347716,-5.109887456
109,291.13074,198.6195567,64.98596333,56.69340225,229.4566178,157.1384525,0.385861901,-5.113919054
110,292.5513933,198.0046433,62.19789,55.71872015,229.5202267,154.6424091,0.387706041,-5.112800574
111,289.0528833,198.97652,64.65608333,55.91080812,229.0019744,155.1091316,0.387112231,-5.111517606
112,287.8418833,198.8697233,64.37851667,55.4994645,228.52711,154.0293459,0.387665154,-5.110345302
113,288.3924367,199.4147567,64.26359667,55.45400509,229.0739833,153.9401239,0.387998249,-5.111537997
114,296.9933067,203.6688967,65.83954667,57.33766209,234.7770333,159.0640208,0.387081501,-5.222261742
115,300.31981,202.2501433,63.7212,57.37292168,234.9400322,159.1627865,0.387089779,-5.222859419
116,296.4759633,203.8763767,65.67719667,57.0716176,234.7429056,158.3795654,0.387551046,-5.222328426
117,298.2940333,202.5458433,63.20138667,56.54167245,234.4619067,157.0042298,0.388393931,-5.221140463
118,298.2912167,202.5430367,63.20132333,56.54163679,234.4590967,157.0039981,0.388392758,-5.221142682
119,306.3383667,206.5402933,63.60138667,57.71026428,239.8063178,160.2739557,0.388608748,-5.329999124
120,306.33929,206.5415967,63.60152667,57.71025275,239.8074944,160.2739844,0.388609275,-5.330000036
1,186.9471233,137.1834133,59.26413,40.69853367,153.7713167,112.1972178,0.37839386,-3.82730127
2,181.62548,136.9757933,55.29686333,37.97611961,151.8590222,105.1622175,0.384583504,-3.655888072
3,186.3994167,139.79515,58.34122333,38.13583938,155.3299056,105.7528751,0.386528746,-3.790928283
4,195.4117367,139.5041367,69.36901,48.13001848,158.1400033,131.0908579,0.361840927,-3.875771509
5,189.3706367,140.10228,62.58122667,42.25949633,156.5250656,116.3110565,0.376152896,-3.827389294
6,194.4547733,138.8510333,67.24329667,46.55257155,157.3856133,127.123865,0.365379621,-3.822312212
7,196.7413233,139.4566667,69.91168333,48.59853337,158.5515522,132.2802749,0.360949248,-3.830819471
8,194.5768533,136.2834833,62.24583667,45.08540185,155.7146067,123.3512222,0.36797297,-3.834091279
9,180.0712167,136.8683633,56.36638333,37.04316112,151.2693144,102.7428518,0.386799192,-3.648041543
